Metadata,,,,,,,,
№,Автор,Файл_№,Файл (путь от рабочей папки),Начало (сек),Конец (сек),Текст,Code,Носитель
2731,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_041,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/041_Тав_ос_тэ_пкант_ма_с.wav,150.640,152.780,Тав ос тэ̄пкант ма̄ сакватас.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2732,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_042,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/042_Тув_хтыс_в_а_щум_а_к.wav,153.000,157.400,"Тув ёхтысӯв, а̄щум а̄ӈке ка̄тын но̄х-а̄лмаястэ, юв тотыстэ. ",440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2733,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_043,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/043_То_нт_а_ке_матумыг_о.wav,157.500,159.230,То̄нт а̄ӈке матумыг о̄лыс.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2734,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_044,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/044_Пыге_акваг_юв_та_у_р.wav,159.320,160.860,Пыге акваг юв та ӯрыстэ.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2735,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_045,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/045_Ты_юи_па_лт_тав_хоса.wav,160.940,164.250,"Ты юи-па̄лт тав хоса аты о̄лыс, а̄тимыг е̄мтыс.",440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2736,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_046,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/046_Ащум_война_юи_па_лт_.wav,164.440,167.850,Ащум война юи-па̄лт во̄раим ос хӯл алыщлым о̄лыс. ,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2737,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_047,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/047_Ам_со_тыра_онтолов_с.wav,168.660,175.360,Ам со̄тыра онтолов са̄т хо̄тпа нупыл хо̄тыт та̄лыт Лӯи Ня̄рихумит па̄вылн рӯпи­таӈкве ёхтысум.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2738,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_048,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/048__О_влэ_т_ла_пкат_р_п.wav,175.580,179.510," О̄влэ̄т ла̄пкат рӯпитасум, тувыл ферман рӯпитаӈкве ке̄т­ве̄сум.",440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2739,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_049,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/049_Мис_поссум_пум_ва_рс.wav,179.740,185.010,"Мис поссум, пум ва̄рсум, нор яктысум ос са̄в мо̄т та̄рвитыӈ рӯпата ва̄рсум.",440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2740,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_050,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/050_Со_тыра_онтолов_са_т.wav,185.350,190.290,Со̄тыра онтолов са̄т о-онтырса̄т нупыл атыт та̄лыт пенсиян минасум.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2741,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_051,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/051_Акваг_яныг_ве_трат_а.wav,190.580,194.770,"Акваг яныг ве̄трат а̄лумта̄лым, мис посым, ащирмаӈ порат рӯпитым.",440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2742,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_052,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/052_Ка_тагум_щар_тув_ка_.wav,194.810,196.730,Ка̄тагум щар тув ка̄ртсы̄г.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2743,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_053,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/053_Ма_нь_та_гыл_ам_ю_нс.wav,196.800,200.160,"Ма̄нь та̄гыл ам ю̄нсхатасум, са̄всыр нё̄тнэ суп ю̄нтсум.",440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2744,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_054,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/054_Ань_тай_сама_гум_ат_.wav,200.280,204.500,Ань тай сама­гум ат на̄ӈке̄г ос ка̄та­гум ю̄н­туп пувуӈкве о̄с ат ве̄р­ме̄г.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2745,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_055,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/055_Ю_нтум_н_тнэ_мас_нут.wav,204.600,210.110,Ю̄нтум нё̄тнэ мас­нутанум пуссын хот­таль Ханты-Мансийск ӯсн са̄всыр суссыл­тапн ке̄тве̄сыт.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2746,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_056,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/056_Ань_ты_мус_тот_хо_т_.wav,210.130,212.050,Ань ты мус тот хо̄т тотыглавет.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2747,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_057,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/057_Зоя_Николаевна_са_в_.wav,212.380,217.190,Зоя Николаевна са̄в та̄л ка̄ркамыг рӯпитаме ма̄гсыл ма̄глын тагатан по̄сыл.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2748,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_058,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/058_Са_всыр_поч_тный_гра.wav,217.230,220.700,Са̄всыр почётный грамотал ос янытлан пищмал майвес.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2749,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_059,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/059_Ма_ньщи_э_ква_кит_со.wav,221.000,224.890,Ма̄ньщи э̄ква кит со̄тыра атхуйплов та̄лт а̄тимыг е̄мтыс.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2750,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_060,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/060_Ляпа_ру_танэ_Лу_и_Ня.wav,224.930,228.130,Ляпа рӯтанэ Лӯи Ня̄рихумит па̄вылт ань о̄лэ̄гыт.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2751,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_061,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/061_Та_н_хо_нтлам_яныг_а.wav,228.240,232.010,Та̄н хо̄нтлам яныг ащ­о̄йка­ныл Николай Андре­евич Ярлин номияныл.,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2752,Сатина Мария,mns_440666bf-3a02-40d8-818c-99f6e67f3573_062,Сатина Мария/mns_440666bf-3a02-40d8-818c-99f6e67f3573/062_Ос_Победа_хо_талт_та.wav,232.020,234.910,Ос Победа хо̄талт таве акваг ка̄стыяныл. ,440666bf-3a02-40d8-818c-99f6e67f3573,ЛТ
2753,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_001,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/001_Па_вылныл_яныг_у_сн_.wav,0.710,3.260,Па̄вылныл яныг ӯсн ёхталасыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2754,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_002,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/002_Ханищтахтын_ня_врамы.wav,3.700,7.440,Ханищтахтын ня̄врамыт ка̄сыӈ ӯщлахтын пораныл ӯрияныл.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2755,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_003,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/003_Хотьют_юн_нлахо_лым_.wav,7.570,14.140,"Хотьют юн ӯнлахо̄лым матыр ва̄ри, хотьют ос омаге̄н-а̄тяге̄н мо̄т ма̄т сунсыглаӈкве тотыглаве. ",98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2756,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_004,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/004_Исторический_клуб_ко.wav,14.350,19.380,Исторический клуб колн ялантан Саран­па̄выл ня̄врамыт ань Любовь Павловна Стака­но­ва.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2757,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_005,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/005_К_щаяныл_т_Ханты_Ман.wav,19.480,22.740,"Кӯщаяныл ёт, Ханты-Мансийск ӯсн ёхталасыт.",98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2758,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_006,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/006_Ты_ня_врамыт_туи_пор.wav,22.820,28.670,Ты ня̄врамыт туи порат ма̄нь ӯсквет тув сыс о̄лэ̄гыт ос тэ̄лы порат тох акван-атхатыглэ̄гыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2759,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_007,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/007_Тэ_лы_яныг_сытныл_Са.wav,28.740,33.120,Тэ̄лы яныг ӯсытныл Саранпа̄выл мус ма̄ши­нал яласан лё̄ӈх ва̄раве.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2760,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_008,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/008_Та_хосыт_мину_кве_хо.wav,33.240,37.950,"Та хосыт минуӈкве хоса кос э̄ри ос ма̄хум тащир ханьщувласыт, тох та яласэ̄гыт.",98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2761,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_009,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/009_Ня_врамыт_акв_л_ханы.wav,38.010,41.980,Ня̄врамыт акв лё̄ӈханыл яныг ӯс мус тэ̄лы лё̄х хосыт о̄лыс. ,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2762,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_010,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/010_Тэ_н_титхуйплов_ня_в.wav,42.060,47.600,Тэ̄н титхуйплов ня̄врам ос Саранпа̄выл музейт рӯпитан нэ̄г Татьяна Алексадровна Семяшкина.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2763,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_011,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/011_Ос_Любовь_Павловна_С.wav,47.730,50.390,Ос Любовь Павловна Стаканова ёхталасыт. ,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2764,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_012,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/012_Ханты_Мансийск_ст_та.wav,50.440,54.000,Ханты-Мансийск ӯст та̄н акв хо̄тал Āс-угорский институтн.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2765,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_013,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/013_Семинарн_во_виньта_л.wav,54.060,58.430,"Семинарн во̄виньта̄лве̄сыт, тот ёнгынут урыл потраныл о̄лыс.",98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2766,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_014,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/014__гирищит_пыгрищит_ма.wav,58.510,62.560,Āгирищит-пыгрищит ма̄нь ӯсквет туи порат са̄всыр щирыл ёнгалта­вет. ,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2767,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_015,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/015_Та_н_ма_ньщи_ос_хант.wav,62.660,67.920,Та̄н ма̄ньщи ос ханты мир ёнгынутытыл ёнгасаӈкве ёмщакв ха̄сэ̄гыт ос ва̄ганыл.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2768,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_016,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/016_Институн_хталаманыл_.wav,68.020,72.470,Институн ёхталаманыл порат щёл ёнгилыл йӣво̄влытыл ёнгасасыт. ,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2769,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_017,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/017_Тот_ня_врамыт_ханищт.wav,72.580,75.800,Тот ня̄врамыт ханищтан хо̄тпат са̄в па̄лыл ёхтала­сыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2770,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_018,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/018_Ты_а_гит_пыгыт_та_на.wav,75.870,78.820,Ты а̄гит-пыгыт та̄на­нылн ты ёнгил суссыл­тасыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2771,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_019,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/019_Хумус_нгаса_кве_ос_х.wav,78.900,83.440,Хумус ёнгасаӈкве ос хумус ня̄врамытын ты ёнгил пӯмщиг паты.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2772,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_020,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/020_Мо_тыт_хо_тал_Любовь.wav,83.500,88.030,Мо̄тыт хо̄тал Любовь Павловна а̄гит-пыгыт ёт лылыӈ со̄юм колн ялсыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2773,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_021,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/021_Тот_ос_мо_т_нгынут_н.wav,88.080,92.940,Тот ос мо̄т ёнгынут ня̄врамытын ос та̄наныл ханищтан хо̄тпатын суссылтасыт. ,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2774,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_022,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/022_Ты_ма_ньщи_ла_ты_хан.wav,92.980,97.260,"Ты ма̄ньщи ла̄тыӈ ханищтан ёнгынут, тав ла̄ваве ам омам ла̄тыӈ.",98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2775,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_023,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/023_Таве_ва_ру_кве_Елена.wav,97.380,100.070,Таве ва̄руӈкве Елена Фризоргер номыл­матас. ,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2776,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_024,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/024_Ты_карточка_нэ_пак_л.wav,100.150,105.940,Ты карточка-нэ̄пак ло̄мтытыл хумус ёнгуӈ­кве Коля Фролов ос Рома Семяшкин суссылтасы̄г.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2777,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_025,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/025_Та_н_ма_нь_у_сквет_н.wav,106.000,108.970,Та̄н ма̄нь ӯсквет ёнгуӈ­кве ёмщакв ханьщув­ласыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2778,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_026,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/026_Тамле_нгын_то_тап_со.wav,108.980,113.510,Тамле ёнгын то̄тап­сов та̄н ань лылыӈ со̄юм ня̄врамыт колн мӯйлуптасыт. ,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2779,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_027,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/027_Х_рмит_хо_талт_Саран.wav,113.520,118.510,Хӯрмит хо̄талт Саран­па̄выл ня̄врамыт ма̄-вит ос э̄лумхо̄лас музейн во̄выглаве̄сыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2780,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_028,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/028_Та_н_тот_сосса_мир_к.wav,118.540,121.500,Та̄н тот сосса мир культура урыл потыртаве̄сыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2781,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_029,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/029_Ма_хар_лувнарыл_ос_м.wav,121.560,126.600,Ма̄хар лувнарыл ос мо̄т пе̄с йис порат о̄лум ӯйхулыт хуритыл суссылтаве̄сыт. ,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2782,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_030,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/030_Хоты_порат_та_н_о_лс.wav,126.600,129.680,Хоты порат та̄н о̄лсыт ос хо̄т ты лувыт хо̄нтве̄сыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2783,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_031,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/031_Ма_хар_лувыт_ань_ты_.wav,129.750,136.170,Ма̄хар лувыт ань ты йист Ханты-Мансийск ӯсныл налыман нупыл хо̄тыт ве̄рыстат лё̄ӈх коныпалт хо̄нтавет.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
2784,Сатина Мария,mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_032,Сатина Мария/mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74/032_Тот_археологыт_туи_а.wav,136.300,138.840,Тот археологыт туи акваг хилащлахтэ̄гыт.,98484033-b7e8-4d69-9f66-c28c5a9ffa74,ГК
